Referencia,Sec.Trans,Termin,Episode,L.mm,A.mm,G.mm,Max.Thick.mm,Or.Weight.g,Rem.Weight.g,W.Retrieved.g,GIUR.1.1,GIUR.1.2,GIUR.2.1,GIUR.2.2,GIUR.3.1,GIUR.3.2
ML_IR_12,Triangular,Feather,4,44.2,23.4,9.5,14.1,13.47,9.77,3.7,9.6,11.5,5.4,7.9,4.5,6.6
ML_IR_13,Trapezoidal Asymmetric,Hinge,4,51.9,26.8,14.5,15.1,28.82,21.42,7.4,11.6,13.8,11.3,13.5,8.1,9.9
ML_IR_14,Trapezoidal,Feather,4,34.9,23.7,5.2,6.2,5.8,5.13,0.67,2.7,5.8,1.9,4.6,1.9,3.2
ML_IR_15,Circular,Hinge,4,18.1,30.9,7.6,10.4,6.82,4.24,2.58,6.4,7.3,7,7.5,4.8,6
ML_IR_151,Trapezoidal,Feather,3,62.3,42,9.7,13.4,35.61,31.64,3.97,8.5,12.5,4.5,9.8,9.2,10.1
ML_IR_152,Trapezoidal Asymmetric,Feather,3,54.9,47.2,11.2,11.2,24.54,21.15,3.39,7,10.9,7.4,11.2,6.2,7.7
ML_IR_153,Circular,Feather,3,42.9,39.8,9.4,11.3,17.39,15.32,2.07,5.2,9.5,3.4,8.1,4.4,5.8
ML_IR_154,Triangular,Feather,3,57.1,29.2,6.4,6.4,10.68,10,0.68,2,5.8,1.8,6.2,2.9,5.1
ML_IR_155,Trapezoidal Asymmetric,Feather,3,73.5,62,30.1,30.2,94.12,72.64,21.48,17.5,20.5,22.4,30.2,18.1,22.1
ML_IR_156,Triangular,Feather,3,48.5,40.3,9.2,18.7,20.3,18.13,2.17,5,13.2,5.5,8.9,6.4,7.7
ML_IR_157,Triangular,Feather,3,40,38.1,17.9,19.9,29.1,25.05,4.05,9.7,18.3,7,17.1,8.8,14.1
ML_IR_158,Triangular,Feather,3,54.2,36.8,11.1,19.4,22.69,17.94,4.75,7,15.9,5.8,10.7,3.9,6.6
ML_IR_159,Trapezoidal,Feather,3,62.2,31.5,11,13.2,27.1,24.51,2.59,5.7,13,7.2,9.1,8,8.5
ML_IR_160,Triangular,Feather,3,32.6,34.4,12.3,13.5,12.73,11.2,1.53,2.4,12.4,4.2,11.2,3.8,8.1
ML_IR_161,Triangular,Feather,3,47.1,44.8,8.8,12.3,17.49,15.52,1.97,6.6,11.8,2.7,8.7,7.2,9.9
ML_IR_162,Triangular Asymmetric,Feather,3,59.2,27,12.6,13.1,24.47,21.05,3.42,6.4,10.7,6.7,12.6,5.3,11
ML_IR_163,Triangular,Feather,3,77.2,31,19.2,20.1,48.32,38.49,9.83,10.7,18,15.1,20.1,12.8,13.1
ML_IR_164,Triangular,Plunging,3,78.6,37,16,17.2,55.1,48.33,6.77,10.1,14.7,13.8,16.2,12.1,16.4
ML_IR_165,Triangular Asymmetric,Feather,3,98.7,36.6,25.7,28.9,94.45,80.63,13.82,14.1,26.2,13.1,26.6,15.2,21.7
ML_IR_121,Triangular,Feather,2,28.9,33.2,14.9,14.9,17.67,11.26,6.41,9.9,10.4,13,14.8,8.6,10.1
ML_IR_124,Triangular,Feather,2,28.8,35.1,11.3,14.6,18.39,10.93,7.46,9.2,12.2,9.5,12.2,7.5,9.5
ML_IR_125,Circular,Feather,2,46.8,74.5,18.8,19.1,89.37,73.59,15.78,11.7,14.7,15.1,17.6,12.6,15.1
ML_IR_126,Triangular,Feather,2,95.3,63.8,31.6,32.2,166.83,115.53,51.3,19.6,24.1,28.1,31,22,26
ML_IR_127,Triangular Asymmetric,Feather,2,79.2,60.4,22.4,25,142.74,131.69,11.05,10.2,25,6.1,20.2,11.8,14.9
ML_IR_129,Triangular,Feather,2,94.6,60.6,33.5,35.8,200.86,155.86,45,19.5,30,26,34.1,29.2,35.9
ML_IR_130,Triangular Asymmetric,Feather,2,68.2,60.9,21.2,22.9,101.18,86.33,14.85,12.1,24.1,13.5,22.8,11.3,22.5
ML_IR_131,Triangular Asymmetric,Feather,2,60.4,43,23.1,28.5,70.11,62.33,7.78,11.7,25.6,6,24.7,7.5,17.6
ML_IR_132,Triangular,Feather,2,54.4,26.6,22.4,22.6,46.32,40.78,5.54,8.8,21,10.8,21.2,13,19.1
ML_IR_133,Circular,Feather,2,63,71.5,28.4,28.4,141.45,113.37,28.08,5.7,19.5,12.6,28.1,18.7,22.1
ML_IR_134,Triangular Asymmetric,Feather,2,71,53.3,16.3,19,80.31,65.68,14.63,11.1,19.4,13.4,16.4,9,16.8
ML_IR_135,Trapezoidal,Feather,2,81.3,43,15.4,18,63.46,55.34,8.12,5.8,17.7,4,15.8,12.4,15.2
ML_IR_151,Trapezoidal,Feather,4,58.5,37.5,9.6,13,35.61,29.49,6.12,8.4,12.5,5.6,9.5,9.5,10.9
ML_IR_152,Trapezoidal Asymmetric,Feather,4,43.1,46.3,10.8,12,24.54,18.62,5.92,7.7,11.2,10.9,11.2,6.3,7.2
ML_IR_153,Circular,Feather,4,41.6,38.7,9.9,11.3,17.39,14.4,2.99,4.7,9.8,4.6,8.5,6.1,6.7
ML_IR_154,Triangular,Feather,4,55.1,27.9,6.2,6.4,10.68,9.64,1.04,3.6,6.1,2.4,6.1,3.3,5.3
ML_IR_155,Trapezoidal Asymmetric,Feather,4,72.2,58.1,28.7,29,94.12,65.15,28.97,18.5,20.3,22.8,28.7,19.1,22.9
ML_IR_156,Triangular,Feather,4,48.5,34.8,9.9,19.7,20.3,15.92,4.38,8.4,13.2,8.1,8.8,6.1,6.6
ML_IR_157,Triangular,Feather,4,38.1,37.1,18,20.7,29.1,23.13,5.97,8.7,19.2,9.2,17.6,9,14.5
ML_IR_158,Triangular,Feather,4,52.4,35,11.5,18.9,22.69,16.94,5.75,7.7,14.2,6.9,11.3,4.9,7.4
ML_IR_159,Trapezoidal,Feather,4,56.7,32.5,11.5,15.5,27.1,22.92,4.18,5.6,13.8,6.9,10.3,7.8,8
ML_IR_160,Triangular,Feather,4,30.4,29,11.6,13.6,12.73,10.09,2.64,3.9,12.8,6.1,10.7,4.6,7.5
ML_IR_161,Triangular,Feather,4,46.3,43.3,8.7,12.9,17.49,14.09,3.4,9.1,11.7,3.2,8.7,8.1,9.7
ML_IR_162,Triangular Asymmetric,Feather,4,55.7,26.1,12.5,12.6,24.47,18.88,5.59,7.8,11.7,10.9,12.6,9,11.9
ML_IR_164,Triangular,Plunging,4,78,35.7,16.6,17,55.1,44.59,10.51,8.6,13.7,13.9,16.2,12,16.3
ML_IR_165,Triangular Asymmetric,Feather,4,97.8,31,25.6,29.4,94.45,73.02,21.43,14.4,27.2,14.7,27.2,17,21.7
ML_IR_211,Trapezoidal,Feather,0,74.6,62.8,16.1,17.7,79.1,79.1,0,0,17.7,0,15.8,0,12.4
ML_IR_212,Triangular,Feather,0,79,90.4,20.2,19.9,130.21,130.21,0,0,19.8,0,19.4,0,15.2
ML_IR_213,Triangular Asymmetric,Feather,0,106.7,58.4,16.6,22.8,103.85,103.85,0,0,15,0,15.4,0,22.8
ML_IR_214,Triangular Asymmetric,Feather,0,79.6,61.9,18.7,16.8,71.35,71.35,0,0,16.2,0,15.3,0,12
ML_IR_215,Triangular,Feather,0,58.1,77.5,25.3,26.1,98.61,98.61,0,0,20,0,24.9,0,14.5
ML_IR_216,Triangular Asymmetric,Feather,0,78.5,41.6,16,19.7,59.17,59.17,0,0,19.3,0,15.9,0,9.5
ML_IR_217,Triangular,Feather,0,74.7,56.8,19.4,20,79.89,79.89,0,0,15.1,0,16.9,0,17.9
ML_IR_218,Triangular,Feather,0,89.6,62.3,19.1,21.8,90.22,90.22,0,0,21.6,0,19.1,0,14.8
ML_IR_219,Triangular,Feather,0,77.2,52,22.3,22.2,71.62,71.62,0,0,20.7,0,21.6,0,7.4
ML_IR_220,Trapezoidal Asymmetric,Feather,0,71.9,63.6,13.2,17,55.36,55.36,0,0,16.5,0,12.5,0,6.3
ML_IR_221,Triangular Asymmetric,Feather,0,65.1,51.3,21.5,25.4,51.42,51.42,0,0,25.4,0,21.1,0,20.2
ML_IR_222,Triangular,Feather,0,82,42.6,18.1,18.5,61.6,61.6,0,0,17.3,0,18.2,0,12.5
ML_IR_223,Triangular,Feather,0,76.3,39.5,20.4,21.3,65.99,65.99,0,0,20.2,0,21.1,0,13.2
ML_IR_224,Triangular,Feather,0,68.1,46.3,18.5,21.2,50.72,50.72,0,0,19.9,0,16,0,9.4
ML_IR_225,Circular,Feather,0,58,54.4,16.6,20.7,47.45,47.45,0,0,20,0,17.7,0,10.6
ML_IR_166,Circular,Step,3,58.3,30.2,7.7,13.1,26.68,21.35,5.33,9.7,10.2,6.7,7.6,7.1,9.4
ML_IR_167,Triangular Asymmetric,Feather,3,44.2,30,17.3,18.7,19.68,15.5,4.18,8.9,16,11,18.7,6.1,14.8
ML_IR_168,Trapezoidal Asymmetric,Feather,3,24.8,34.7,9.6,9.7,11.26,9.14,2.12,7.2,9.2,5.7,9.6,3.2,9.1
ML_IR_169,Triangular,Feather,3,44.2,41.5,7.6,10,16.85,14.25,2.6,4.7,9.8,5.7,7.9,4.4,5.8
ML_IR_170,Triangular,Feather,3,51.4,57.2,18.9,19.4,71.73,56.73,15,10.2,17.4,16.3,18.8,16.8,18.1
ML_IR_171,Triangular,Feather,3,47.8,53.2,11.7,12.7,33.44,26.6,6.84,4.9,12,6,11.4,6,7.9
ML_IR_172,Circular,Feather,3,59,39.8,14.3,16.7,43.55,34.35,9.2,12.3,15.9,10,12.6,9.1,11
ML_IR_173,Triangular,Feather,3,50.8,38.6,10.8,11.3,28.82,22.69,6.13,9.5,11.7,9.3,11.1,10,11.3
ML_IR_174,Circular,Hinge,3,57.4,54.1,26,26.3,100.32,66.61,33.71,19,21.2,20,26.3,16.4,19.3
ML_IR_175,Triangular,Feather,3,41.5,47.6,14.8,21.3,33.31,28,5.31,8.8,21.1,7.4,16,5,11
ML_IR_177,Triangular,Hinge,3,54.5,45.4,17,20.5,43.1,32.65,10.45,10.8,16.9,13.6,16.3,12.6,14.1
ML_IR_179,Triangular,Hinge,3,54,21.1,9.6,12.1,20.78,16.14,4.64,8.2,11.2,6,9.7,7.9,9.9
ML_IR_181,Trapezoidal Asymmetric,Feather,5,80.7,32.6,12.7,13.4,42.78,34.91,7.87,10.8,13.1,6.8,12.1,6.7,9.2
ML_IR_182,Trapezoidal,Feather,5,76.3,37,12.1,13.2,44.82,32.45,12.37,11.1,12.8,8.6,9.5,6.2,7.5
ML_IR_185,Triangular Asymmetric,Feather,5,46,37.2,20,22.2,46.07,35.21,10.86,12.1,20.3,15.8,20,9.4,14.5
ML_IR_188,Circular,Feather,5,44.2,33.6,7,9.1,11.6,9.3,2.3,5.2,9.1,4.6,7.1,2.5,4.2
ML_IR_189,Triangular Asymmetric,Feather,5,40.8,26.5,12.3,12.6,13.96,10.75,3.21,6.3,8.4,4.1,11.7,7.4,10.2
ML_IR_192,Circular,Feather,5,24.4,38.8,11.2,11.2,14.36,11.39,2.97,4.1,10.7,5.7,10.9,4.4,9.4
ML_IR_193,Circular,Feather,5,23.1,31.7,9.6,9.6,11.36,8.45,2.91,4.8,7.9,6,9.3,5,9.1
ML_IR_01,Triangular,Feather,5,33.6,23.2,8.9,9.8,9.4,6.18,3.22,6.6,9.7,7.5,8.3,6.6,8.3
ML_IR_02,Triangular,Feather,5,42.8,25.7,9.7,16.1,13.28,9.96,3.32,7.2,12.1,5.1,8.7,5.6,6
ML_IR_03,Triangular Asymmetric,Feather,5,28.6,34.7,16.4,16.4,13.04,10.2,2.84,7.9,14.7,7.6,11.2,5.8,7.7
ML_IR_04,Triangular,Feather,5,29.4,31.7,10.9,11.2,14.4,8.63,5.77,5.6,7.2,10.3,11,8.9,10
ML_IR_05,Triangular,Feather,5,45.9,28.2,13.6,15.6,21.11,14.1,7.01,11.3,14.1,9.8,13.3,8.2,9.4
ML_IR_06,Triangular Asymmetric,Feather,5,45.8,30.5,11,11,17.08,11.73,5.35,9.2,10.4,9,10.8,6.8,8.9
ML_IR_07,Trapezoidal,Feather,5,41.3,23.8,9,11.5,15.75,10.65,5.1,8.3,10.3,8.1,9.6,6.3,7.5
ML_IR_08,Triangular,Hinge,5,51.3,18.8,15.2,17,25.49,14.61,10.88,13.2,17.7,14.3,16.1,11.1,13
ML_IR_09,Circular,Feather,5,38.2,19.9,6.1,7.9,8.78,5.08,3.7,6.1,7.1,4.1,5.6,3.1,4.6
ML_IR_11,Triangular,Feather,5,54.3,24.6,5.7,6.6,10.8,7.43,3.37,5.8,6.6,5,5.7,5.2,6.2
ML_IR_12,Triangular,Feather,5,44,19,8.9,13.5,13.47,8.74,4.73,9,11.7,6.2,8.8,4.7,6.5
ML_IR_13,Trapezoidal Asymmetric,Hinge,5,47.8,29,13.9,14.6,28.82,18.6,10.22,11.3,13.3,10.4,13.8,6.6,8.2
ML_IR_14,Trapezoidal,Feather,5,30.8,33.5,5.1,6.2,5.8,4.88,0.92,2,5.8,1.8,4.7,1.7,3.9
ML_IR_211,Trapezoidal,Feather,1,73.2,62.1,16.1,16.6,79.1,77.76,1.33999999999999,2.8,16.4,2.5,14.3,4.6,9.7
ML_IR_212,Triangular,Feather,1,79.3,90.5,19.9,20.4,130.21,128.28,1.93000000000001,4.9,19.4,7.9,16.6,5.6,17.5
ML_IR_213,Triangular Asymmetric,Feather,1,104.9,51.8,15.5,22.8,103.85,101.99,1.86,3.6,18.2,6.7,22.6,7.1,11.9
ML_IR_214,Triangular Asymmetric,Feather,1,79.6,55.6,16.9,16.9,71.35,69.66,1.69,6.2,14.6,3.7,12.7,3.3,10.5
ML_IR_215,Triangular,Feather,1,56.5,65.2,24.8,26,98.61,81.93,16.68,10.4,23.6,24.2,26.6,11.4,24.1
ML_IR_216,Triangular Asymmetric,Feather,1,80.3,43,15.2,19.8,59.17,58.48,0.690000000000005,3.8,18.6,4.5,14.8,3.8,9.5
ML_IR_217,Triangular,Feather,1,73.5,52.8,16.8,19.9,79.89,79,0.890000000000001,2.8,16.9,4.4,19.9,4.6,18
ML_IR_218,Triangular,Feather,1,89.5,52.8,18.5,21.8,90.22,89.07,1.15000000000001,2.6,21,5.7,21.9,5.5,20.2
ML_IR_219,Triangular,Feather,1,77.5,51.2,22.3,22.3,71.62,70.7,0.920000000000002,3.8,21.3,4.5,12.3,3,6.2
ML_IR_220,Trapezoidal Asymmetric,Feather,1,68.9,53.5,15,18.2,55.36,52.09,3.27,5.9,18.1,8.6,13.6,3.6,7
ML_IR_221,Triangular Asymmetric,Feather,1,65.2,35.8,20.7,24.3,51.42,47.23,4.19000000000001,2,22.9,8.3,24.3,4.4,20.1
ML_IR_222,Triangular,Feather,1,80,39.5,17.7,18.3,61.6,60,1.6,8.6,17.5,7.4,18.6,7.1,11.8
ML_IR_223,Triangular,Feather,1,75.7,38,20.6,21.5,65.99,61.05,4.94,13,21.5,11.3,20.9,8.4,12.1
ML_IR_225,Circular,Feather,1,60.5,43.4,17.4,21,47.45,45.49,1.96,6.1,16.9,3.9,12.4,5.7,8.4
ML_IR_136,Triangular Asymmetric,Feather,6,49.6,24.2,10.1,10.3,23.35,13.33,10.02,8.4,10.2,9.6,9.9,8.7,8.7
ML_IR_137,Triangular Asymmetric,Feather,6,82.6,51,26.1,26.1,110.35,77.22,33.13,19.2,19.6,22.8,24.1,10.4,12.2
ML_IR_139,Trapezoidal,Feather,6,64.4,36.2,11.5,11.9,33.64,24.03,9.61,12.6,12.9,10.4,11.2,6.5,13
ML_IR_142,Triangular Asymmetric,Feather,6,51,29.8,11.1,12.9,34.43,19.73,14.7,10,13.2,10.7,13.2,9.2,12.7
ML_IR_148,Triangular,Hinge,6,63.1,25.5,16.3,20.5,48.57,30.63,17.94,13.5,20.5,12.1,15.2,10.2,12.5
ML_IR_149,Triangular,Feather,6,37.4,29.2,14.4,16.1,21.67,12.87,8.8,11.6,15.6,9.5,13.9,9.3,10.8
ML_IR_211,Trapezoidal,Feather,2,72,56.2,16.7,17.4,79.1,73.04,6.05999999999999,7,17.4,8.9,14.2,10.8,13.3
ML_IR_212,Triangular,Feather,2,80.3,88.7,20.3,20.3,130.21,120.33,9.88000000000001,9.3,19.7,11.4,18.5,15.1,17.2
ML_IR_213,Triangular Asymmetric,Feather,2,105.6,44.4,16.3,22.9,103.85,97.81,6.03999999999999,11.1,15.6,14.5,20.4,6.9,11.1
ML_IR_214,Triangular Asymmetric,Feather,2,79.2,60.8,15.6,16.9,71.35,67.28,4.06999999999999,11.7,17.2,5.2,13.9,3.3,9.9
ML_IR_215,Triangular,Feather,2,57.2,52.5,24.5,24.5,98.61,66.67,31.94,11.5,21.8,24.6,25.5,15.2,18
ML_IR_216,Triangular Asymmetric,Feather,2,74.2,52.2,15.9,19.6,59.17,56.75,2.42,7.4,18.7,5.9,14,4.8,9.5
ML_IR_217,Triangular,Feather,2,72.2,50.9,16.3,20.1,79.89,74.98,4.91,11.1,15.1,11.3,18.3,12.7,19.1
ML_IR_218,Triangular,Feather,2,88.8,50,19.2,22,90.22,85.54,4.67999999999999,6.3,21.2,9.4,19.8,5.9,13.9
ML_IR_219,Triangular,Feather,2,76.2,47.1,22.2,22.2,71.62,66.95,4.67,7.7,21.8,7.5,17,6.8,9.3
ML_IR_220,Trapezoidal Asymmetric,Feather,2,68.2,63.9,17.1,19.5,55.36,49.59,5.77,9.1,19,11.4,14.2,7,8.1
ML_IR_221,Triangular Asymmetric,Feather,2,65.1,32.3,21.7,23.1,51.42,44.18,7.24,8.1,24.5,8.4,20.7,8.8,23
ML_IR_222,Triangular,Feather,2,77.1,37.8,17.9,18.3,61.6,56.39,5.21,14,17,8.6,17.7,12,15.5
ML_IR_223,Triangular,Feather,2,73,45,20.7,21.4,65.99,54.71,11.28,14.8,21.7,17.2,21.2,10.2,12.7
ML_IR_225,Circular,Feather,2,56.6,40,18.3,22,47.45,42.3,5.15000000000001,9.9,18.8,12.8,16.1,7,10.6
ML_IR_121,Triangular,Feather,3,26.8,31.8,14.9,14.9,17.67,9.71,7.96,9,10.9,13.2,14.8,9.6,9.6
ML_IR_124,Triangular,Feather,3,27,34.7,11.9,14.9,18.39,9.55,8.84,9.2,11.8,10.1,13,5.6,6.9
ML_IR_125,Circular,Feather,3,42.8,73.5,18.4,18.6,89.37,60.39,28.98,13.9,14.5,18,18.9,12.8,16.3
ML_IR_126,Triangular,Feather,3,95.4,61,30,31,166.83,98.85,67.98,16.2,18.5,29.9,30.6,14.6,20.6
ML_IR_129,Triangular,Feather,3,92.5,55.2,32.4,36.2,200.86,139.63,61.23,23.5,30.9,28.5,35,28.9,29
ML_IR_130,Triangular Asymmetric,Feather,3,63.2,53.4,21.5,25.8,101.18,76.37,24.81,17.2,24.3,16.6,22,13.1,22
ML_IR_131,Triangular Asymmetric,Feather,3,62.1,44.1,25.3,29,70.11,59.58,10.53,12.7,26.4,6.4,23.3,11.1,17.2
ML_IR_132,Triangular,Feather,3,54.6,25.2,21.5,22.2,46.32,34.91,11.41,12.8,20.6,14.5,22.2,15,18.4
ML_IR_133,Circular,Feather,3,56,67.6,28,28.5,141.45,99.57,41.88,19.4,23.1,14.6,28.3,7.8,18.7
ML_IR_134,Triangular Asymmetric,Feather,3,71.5,47.2,15.6,18.8,80.31,61.36,18.95,12,19.4,12,17.9,9,15.5
ML_IR_135,Trapezoidal,Feather,3,79,42.1,15.1,18.2,63.46,53.07,10.39,9.7,18.1,6.7,15.5,14.3,16
ML_IR_211,Trapezoidal,Feather,3,71.4,53.6,15.5,17.3,79.1,70,9.09999999999999,13,17.1,12.1,15.4,9.6,13.6
ML_IR_212,Triangular,Feather,3,79.5,86,20.3,20.5,130.21,117.07,13.14,13.2,19.4,13.1,18.3,15.8,17.3
ML_IR_213,Triangular Asymmetric,Feather,3,105.8,54.6,17,23.2,103.85,94.44,9.41,11.7,15.5,16.5,22.1,8.5,16
ML_IR_214,Triangular Asymmetric,Feather,3,77.3,55,16,17,71.35,65.32,6.03,7.2,15.8,9,13.7,3.7,12.4
ML_IR_215,Triangular,Feather,3,57.4,49.5,24.9,24.9,98.61,62.24,36.37,14.2,21.4,24.4,24.9,14,17.8
ML_IR_216,Triangular Asymmetric,Feather,3,79.3,54.5,15.1,19.7,59.17,54.33,4.84,10.9,20.1,6.6,14,5.5,9.6
ML_IR_217,Triangular,Feather,3,72.8,48.2,16.3,19.8,79.89,71.91,7.98,12.4,15.4,11.6,18.6,10,18.8
ML_IR_218,Triangular,Feather,3,88.5,44.3,18.8,22.2,90.22,82.04,8.17999999999999,9.5,21.7,8.9,20.8,7.7,13.3
ML_IR_219,Triangular,Feather,3,76.6,48.6,18.5,22.2,71.62,61.28,10.34,11.5,20.8,11.4,20.2,7,8.7
ML_IR_220,Trapezoidal Asymmetric,Feather,3,65.3,64,15.2,19.5,55.36,47.29,8.07,10,18.6,11.4,12.8,7.4,8.9
ML_IR_221,Triangular Asymmetric,Feather,3,65.9,28.1,20.8,25.8,51.42,40.82,10.6,10.4,23.7,10.5,25.8,11.2,21.2
ML_IR_222,Triangular,Feather,3,76.8,35.3,18.2,18.6,61.6,53.31,8.29,15.1,17.4,10.4,18.3,14.7,15.5
ML_IR_223,Triangular,Feather,3,72.6,43.2,20.5,21.4,65.99,47.6,18.39,15.2,21.8,18.1,21,10.6,13
ML_IR_225,Circular,Feather,3,56.6,37.2,18.5,21.4,47.45,38.56,8.89,14.8,20.4,14,15.8,9.3,11.7
ML_IR_226,Circular,Feather,0,85.7,70.3,16,20.6,107.2,107.2,0,0,20.5,0,16,0,7.2
ML_IR_227,Triangular,Feather,0,71.1,49.5,14.7,14.8,49.29,49.29,0,0,14.5,0,14.7,0,11.7
ML_IR_228,Circular,Feather,0,51.8,58.7,11.2,12,27.69,27.69,0,0,10.7,0,11.2,0,6.9
ML_IR_229,Triangular Asymmetric,Feather,0,56.3,53.4,18.4,20,44.02,44.02,0,0,20,0,18.4,0,11.3
ML_IR_230,Triangular,Feather,0,86.1,60.9,14.6,16.8,62.23,62.23,0,0,16.4,0,14.6,0,8
ML_IR_231,Triangular,Hinge,0,74.6,58.6,13.7,17.3,51.85,51.85,0,0,13.9,0,13.7,0,10.1
ML_IR_232,Triangular Asymmetric,Feather,0,68.5,48.3,9.9,10.3,22.66,22.66,0,0,9.7,0,9.9,0,5.7
ML_IR_233,Triangular,Hinge,0,56.5,54.4,14.3,14.4,37.87,37.87,0,0,13.3,0,14.3,0,13.9
ML_IR_234,Triangular,Feather,0,56.2,44.5,12.5,13.5,28.3,28.3,0,0,12.6,0,12.5,0,11.3
ML_IR_235,Triangular Asymmetric,Feather,0,86.4,51,14.2,14.6,34.68,34.68,0,0,14.6,0,14.5,0,5.3
ML_IR_236,Triangular,Feather,0,89.4,67.3,28.5,30.2,178.08,178.08,0,0,26.2,0,28.5,0,24.8
ML_IR_237,Triangular Asymmetric,Feather,0,94.6,64.6,26.3,27.7,121.2,121.2,0,0,19.1,0,26.3,0,20.3
ML_IR_238,Circular,Feather,0,72.7,66,14.9,23.2,85.79,85.79,0,0,23.6,0,14.9,0,11.3
ML_IR_239,Trapezoidal Asymmetric,Feather,0,69.4,53.1,21.4,24.1,71.51,71.51,0,0,23.7,0,21.4,0,16.2
ML_IR_240,Triangular,Feather,0,85.3,49.6,24,30.5,102.3,102.3,0,0,30.1,0,24,0,15.6
ML_IR_211,Trapezoidal,Feather,4,70.5,49.6,16,17.3,79.1,61.4,17.7,15.2,16.7,14.3,15,12.3,12.8
ML_IR_212,Triangular,Feather,4,79.5,69.5,20.2,20.7,130.21,101.34,28.87,17.9,19.8,18.3,20.3,15,16.9
ML_IR_214,Triangular Asymmetric,Feather,4,77.3,52.4,16,17,71.35,58.41,12.94,8.5,17,13.3,15.8,7.6,12.8
ML_IR_215,Triangular,Feather,4,54.7,50,23.2,24.3,98.61,51.52,47.09,18.3,20.7,22.5,23.5,19.3,20.3
ML_IR_217,Triangular,Feather,4,73.6,46.3,16.1,19.6,79.89,66.49,13.4,13.2,15.2,18,19.4,10.3,18.2
ML_IR_218,Triangular,Feather,4,86.6,38.6,18.9,22.4,90.22,72.44,17.78,15,21.8,9.3,18.3,12.2,15.8
ML_IR_219,Triangular,Feather,4,75.4,45.7,22.2,22.2,71.62,56.27,15.35,15.2,20,13.2,18,7.1,9.1
ML_IR_220,Trapezoidal Asymmetric,Feather,4,63.7,59.7,15.3,19.7,55.36,43.56,11.8,11.1,17.2,12.4,13.3,7.5,7.9
ML_IR_221,Triangular Asymmetric,Feather,4,56.1,22.1,20.1,25,51.42,36.83,14.59,12.1,24.4,13.4,23,13,22.3
ML_IR_222,Triangular,Feather,4,79,33.3,17.7,18,61.6,41.94,19.66,15.5,17.9,15.9,18.1,15,15
ML_IR_223,Triangular,Feather,4,68.5,45,18.4,21.4,65.99,38.6,27.39,19.6,20.7,18.1,18.1,14.7,16.1
ML_IR_225,Circular,Feather,4,55.6,32.6,18.5,21.8,47.45,32.4,15.05,8.8,20.1,16.7,16.9,9.3,10
ML_IR_121,Triangular,Feather,4,23,31.8,14.9,15,17.67,7.97,9.7,11,11,13.9,14.7,9.4,10
ML_IR_124,Triangular,Feather,4,24.4,35,13,14.7,18.39,8.6,9.79,9.2,10,9.9,11.9,7.4,8.3
ML_IR_125,Circular,Feather,4,37.2,70.3,17.6,18.2,89.37,49.64,39.73,14,15,17.8,18.1,15.2,15.5
ML_IR_126,Triangular,Feather,4,77.4,70,30.7,30.7,166.83,87.68,79.15,18.8,19.1,27.9,28.9,20.5,25.3
ML_IR_129,Triangular,Feather,4,92.1,54.8,32.4,35,200.86,119.57,81.29,24,30.2,29.2,34.4,24.5,27
ML_IR_130,Triangular Asymmetric,Feather,4,61,57.3,22,25.6,101.18,69.71,31.47,18,24,17.2,21.2,16.3,22.7
ML_IR_131,Triangular Asymmetric,Feather,4,61,48.5,26.6,30.6,70.11,56.48,13.63,15,23.3,9.3,23.4,10.6,17.8
ML_IR_132,Triangular,Feather,4,54.6,23.5,22,22,46.32,33.06,13.26,13.8,21.1,11.5,21.4,15.9,18.1
ML_IR_133,Circular,Feather,4,54.3,63.2,28.5,28.5,141.45,90.49,50.96,19.5,22.9,17.2,27.5,13.5,21.4
ML_IR_134,Triangular Asymmetric,Feather,4,70.7,48.5,17,18.8,80.31,56.68,23.63,14.9,18.2,13.6,15.9,10.4,15.6
ML_IR_166,Circular,Step,4,55.4,34.3,7.6,12,26.68,18.6,8.08,8.6,9.3,7.1,8.2,8.4,9.8
ML_IR_167,Triangular Asymmetric,Feather,4,44.4,24.2,18.1,18.7,19.68,14.32,5.36,8.6,15.3,12.6,18.7,9.1,14.7
ML_IR_168,Trapezoidal Asymmetric,Feather,4,21.9,35.1,9.6,9.7,11.26,8.25,3.01,7.6,8.7,9.1,9.5,5.7,8.9
ML_IR_169,Triangular,Feather,4,39.3,32.9,8.1,10.2,16.85,12.44,4.41,6.7,9.9,6.1,7.6,5.5,6.2
ML_IR_170,Triangular,Feather,4,42.8,57.4,20,20.2,71.73,47.57,24.16,15.8,18.4,14.6,19.2,15.2,15.6
ML_IR_171,Triangular,Feather,4,45.5,52.2,11.9,14.2,33.44,24.96,8.48,7.3,14.2,6,13.1,6.6,7.5
ML_IR_172,Circular,Feather,4,55,34.4,13.3,16.1,43.55,28.37,15.18,13.8,15.9,10.8,12.2,11.4,11.4
ML_IR_174,Circular,Hinge,4,54.5,55.7,25,25.3,100.32,59.82,40.5,22.9,25.1,16.1,25.3,16.7,16.8
ML_IR_175,Triangular,Feather,4,35.8,47.6,15.7,21.9,33.31,24.68,8.63,10.2,21.5,9.9,16.6,6.1,11.1
ML_IR_177,Triangular,Hinge,4,51.9,43.3,16.7,20.1,43.1,29.44,13.66,12.2,17.5,14.1,16.3,13.5,14.9
